ref_id,doi,authors,citation_reference,year
Wol2024,10.1016/j.nimb.2024.165471,P. M. Wolf;E. Pittham;D. Primetzhofer,"P. M. Wolf, E. Pittham, D. Primetzhofer,Nuclear Instruments and Methods in Physics Research B 555 (2024) 165471",2024
Wr1972,10.1139/p72-305,D. Ward;R. L. Graham;J. S. Geiger,"D.Ward,R.L.Graham and J.S.Geiger Can.J.Phys. 50,2302",1972
Wr1979,10.1139/p79-092,D. Ward;H. R. Andrews;I. V. Mitchell;W. N. Lennard;R. B. Walker;N. Rud,"D.Ward,H.R.Andrews,I.R.Mitchell,W.N.Lennard,R.B.Walker and N.Rud Can.J.Phys. 57,645 (1979)",1979
Wre1994,10.1103/PhysRevC.49.1205,P. R. Wrean; C. R. Brune; R. W. Kavanagh,"P. R. Wrean, C. R. Brune, R. W. Kavanagh, Phys. Rev. C 49, 1205-1213, 1994",1994
WW1952,10.1103/physrev.87.499,W. A. Wenzel;Ward Whaling,"W.A.Wenzel,W.Whaling Phys.Rev. 87,499",1952
Ya1983,10.1002/pssb.2221160153,S. V. Yalyshko;R. Wedell,"S.V.Yalyshko and R.Wedell Phys.stat.sol. B116,K47",1983
Yo1956,10.1063/1.88524,J. J. Young;J. N. Zemel,"J.R.Young J.Appl.Phys. 27,1",1956
YuH2007,10.1016/j.nimb.2007.04.002,Y.C. Yu;J.Y. Hsu;K.M. Chen,"Y.C.Yu, J.Y.Hsu, K.M.Chen Nucl. Instrum. Methods B 261 (2007) 1184",2007
YuH2008,10.1016/j.nimb.2007.12.099,Y.C. Yu;J.Y. Hsu;K.M. Chen;C.H. Wang,"Y.C.Yu, J.Y.Hsu, K.M.Chen, C.H. Wang Nucl. Instrum. Methods B 266, 1166",2008
Za1967,,E.M.Zarutskii,"E.M.Zarutskii Sov.Phys.-Solid State 9,1172",1967
Zad2007,10.1016/j.nimb.2007.02.078,M. Zadro;A. Di Pietro;P. Figuera;M. Fisichella;M. Lattuada;A. Maggio;F. Pansini;M. Papa;V. Scuderi;O.Yu. Goryunov;V.V. Ostashko,"M. Zadro, A.Di Pietro, P. Figuera, M. Fisichella, M. Lattuada, A. Maggio, F. Pansini, M. Papa, V. Scuderi, O.Yu. Goryunov, V.V. Ostashko Nucl. Instrum. Methods B 259 (2007) 836",2007
Zg1972,,J.F. Ziegler;M.H. Brodsky,"J.F.Ziegler and M.H.Brodsky J.Appl.Phys. 44, 188",1972
Zh1998a,10.1016/s0169-4332(03)00936-x,Xiting Lu;Tao Zheng;Zonghuang Xia;Dingyu Shen,"Tao Zheng,Xiting Lu,Zonghuang Xia,Dingyu Shen Phys.Rev. B57,10213",1998
Zh1998b,10.1016/s0168-583x(97)00585-5,Zheng Tao;Lu Xiting;Zhai Yongjun;Xia Zonghuang;Shen Dingyu;Wang Xuemei;Zhao Qiang,"Tao Zheng,Xiting Lu,Yongjun Zhai,Zonghuang Xia,Dingyu Shen, Xuemei Wang,Qiang Zhao, Nucl.Instrum.Methods Phys.Res. B135,169 (1998)",1998
Zha2002b,10.1016/s0168-583x(02)01246-6,Y. Zhang,"Yanwen Zhang, Nucl.Instrum.Methods Phys.Res. B 196, 1-15",2002
Zha2003b,10.1103/PhysRevB.68.23531,Y. Zhang;W. J. Weber,"Yanwen Zhang and W.J.Weber Phys. Rev. B68, 235317",2003
Zha2003c,10.1063/1.1604473,Yanwen Zhang;William J. Weber,"Yanwen Zhang and W.J.Weber, Appl. Phys. Lett. 83, 1665",2003
Zha2004a,10.1016/j.nimb.2003.09.005,Yanwen Zhang;William J. Weber;Harry J. Whitlow,"Yanwen Zhang,W.J.Weber,H.J.Whitlow Nucl.Instrum.Methods Phys.Res. B215, 48, and personal communication from Y.Zhang, 14 Nov., 2003",2004
Zha2004b,10.1103/PhysRevB.69.205201,Yanwen Zhang;W.J.Weber;C.M.Wang,"Yanwen Zhang,W.J.Weber,C.M.Wang Phys.Rev. B69, 205201 (Data for Cr, Mn, Co, and Cu ions are already in Zha03b)",2004
Zha2005a,10.1016/j.nimb.2004.10.082,Y. Zhang;W.J. Weber;A. Razpet;G. Possnert,"Yanwen Zhang,W.J.Weber,A.Razpet,G.Possnert (ZW05a) Nucl. Instrum. Methods B227,479",2005
Zha2005b,10.1063/1.2041828,Y. Zhang;W. J. Weber;D. E. McCready;D. A. Grove;J. Jensen;G. Possnert,"Yanwen Zhang,W.J.Weber,D.E.McCready,D.A.Grove,J.Jensen,G.Possnert Appl. Phys. Lett. 87, 104103, and pers. comm. from Y.Zhang",2005
Zha2006a,10.1016/j.nimb.2005.08.172,Y. Zhang;W.J. Weber;A. Razpet;G. Possnert,"Y.Zhang,W.J.Weber,A.Razpet,G.Possnert Nucl. Instrum. Methods B242,82",2006
Zha2006b,10.1016/j.nimb.2006.03.013,Y. Zhang;J. Jensen;G. Possnert;D.A. Grove;D.E. McCready;B.W. Arey;W.J. Weber,"Y.Zhang,J.Jensen,G.Possnert,D.A.Grove,D.E.McCready,B.W.Arey, W.J.Weber, Nucl. Instrum. Methods B 249, 18",2006
Zha2006c,10.1016/j.nimb.2006.04.148,Y. Zhang;W.J. Weber;D.A. Grove;J. Jensen;G. Possnert,"Y.Zhang,W.J.Weber,D.A.Grove,J.Jensen,G.Possnert (ZW06c) Nucl.Instrum.Methods B250, 62",2006
Zhi1998,10.1016/s0168-583x(97)00586-7,Zhai Yongjun;Lu Xiting;Zheng Tao;Xia Zonghuang;Shen Dingyu,"Yongjun Zhai,Xiting Lu,Tao Zheng,Zonghuang Xia,Dingyu Shen Nucl.Instrum.Methods B135, 128",1998
Zi1987,10.1103/physreva.36.5170,M. Zielinski;W. Y. Baek;K. Bharuth-Ram;D. Gassen;W. Neuwirth,"M.Zielinski,W.Y.Baek,K.Bharuth-Ram,D.Gassen,W.Neuwirth Phys.Rev. A36,5170 (The points are normalized to Po61 at 0.15 MeV/nucl)",1987
Zi1988,10.1103/physreva.36.5170,M. Zielinski;W. Y. Baek;K. Bharuth-Ram;D. Gassen;W. Neuwirth,"M.Zielinski,E.Kaletta,W.Neuwirth and K.Bharuth-Ram South.Afr.J.Phys. 11,No1,13",1988
ZJ2007,10.1016/j.nimb.2007.04.276,Y. Zhang;J. Jensen;G. Possnert;D.A. Grove;In-Tae Bae;W.J. Weber,"Y.Zhang,J.Jensen,G.Possnert,D.A.Grove,In-Tae Bae,W.J.Weber Nucl. Instrum. Methods B 261 (2007) 1180",2007
ZW2009,10.1016/j.nimb.2009.01.104,Y.Zhang;W.J.Weber,"Y.Zhang,W.J.Weber Nucl.Instrum.Methods Phys. Res. B267, 1705",2009
